seed,t_steps,condition,fitness,wall_sec
3034,100000,gain=200,-2.769679e-05,1.83
3071,100000,open_loop,-1.535608e-04,1.62
3071,100000,gain=200,-2.769679e-05,1.83
3108,100000,open_loop,-1.512769e-04,1.62
3108,100000,gain=200,-2.769679e-05,1.83
3145,100000,open_loop,-1.513238e-04,1.61
3145,100000,gain=200,-2.769679e-05,1.83
3182,100000,open_loop,-1.533591e-04,1.62
3182,100000,gain=200,-2.769679e-05,1.83
3219,100000,open_loop,-1.531661e-04,1.62
3219,100000,gain=200,-2.769679e-05,1.83
3256,100000,open_loop,-1.525245e-04,1.62
3256,100000,gain=200,-2.769679e-05,1.86
3293,100000,open_loop,-1.537606e-04,1.62
3293,100000,gain=200,-2.769679e-05,1.84
3330,100000,open_loop,-1.524962e-04,1.61
3330,100000,gain=200,-2.769679e-05,1.83
3367,100000,open_loop,-1.530499e-04,1.61
3367,100000,gain=200,-2.769679e-05,1.83
3404,100000,open_loop,-1.521321e-04,1.61
3404,100000,gain=200,-2.769106e-05,1.82
3441,100000,open_loop,-1.514888e-04,1.62
3441,100000,gain=200,-2.769679e-05,1.87
3478,100000,open_loop,-1.521444e-04,1.62
3478,100000,gain=200,-2.769679e-05,1.84
3515,100000,open_loop,-1.530086e-04,1.62
3515,100000,gain=200,-2.769679e-05,1.83
3552,100000,open_loop,-1.527387e-04,1.62
3552,100000,gain=200,-2.769679e-05,1.83
3589,100000,open_loop,-1.522610e-04,1.62
3589,100000,gain=200,-2.769679e-05,1.84
3626,100000,open_loop,-1.525851e-04,1.62
3626,100000,gain=200,-2.769679e-05,1.83
3663,100000,open_loop,-1.517621e-04,1.63
3663,100000,gain=200,-2.769679e-05,1.83
3700,100000,open_loop,-1.522922e-04,1.62
3700,100000,gain=200,-2.769679e-05,1.83
3737,100000,open_loop,-1.523375e-04,1.62
3737,100000,gain=200,-2.769679e-05,1.84
3774,100000,open_loop,-1.527168e-04,1.62
3774,100000,gain=200,-2.769679e-05,1.83
3811,100000,open_loop,-1.528980e-04,1.61
3811,100000,gain=200,-2.769679e-05,1.83
3848,100000,open_loop,-1.515173e-04,1.62
3848,100000,gain=200,-2.769679e-05,1.89
3885,100000,open_loop,-1.537531e-04,1.62
3885,100000,gain=200,-2.769679e-05,1.84
3922,100000,open_loop,-1.519702e-04,1.63
3922,100000,gain=200,-2.769679e-05,1.83
3959,100000,open_loop,-1.521280e-04,1.62
3959,100000,gain=200,-2.769679e-05,1.87
3996,100000,open_loop,-1.522228e-04,1.62
3996,100000,gain=200,-2.769679e-05,1.84
4033,100000,open_loop,-1.518406e-04,1.62
4033,100000,gain=200,-2.769679e-05,1.87
4070,100000,open_loop,-1.533513e-04,1.63
4070,100000,gain=200,-2.769679e-05,1.84
4107,100000,open_loop,-1.526624e-04,1.62
4107,100000,gain=200,-2.769679e-05,1.83
4144,100000,open_loop,-1.523597e-04,1.63
4144,100000,gain=200,-2.769679e-05,1.93
4181,100000,open_loop,-1.531992e-04,1.62
4181,100000,gain=200,-2.769679e-05,1.84
4218,100000,open_loop,-1.532169e-04,1.62
4218,100000,gain=200,-2.769679e-05,1.84
4255,100000,open_loop,-1.520724e-04,1.62
4255,100000,gain=200,-2.769679e-05,1.83
4292,100000,open_loop,-1.521056e-04,1.62
4292,100000,gain=200,-2.769679e-05,1.83
4329,100000,open_loop,-1.527412e-04,1.62
4329,100000,gain=200,-2.769679e-05,1.85
4366,100000,open_loop,-1.520418e-04,1.62
4366,100000,gain=200,-2.769679e-05,1.83
4403,100000,open_loop,-1.518081e-04,1.61
4403,100000,gain=200,-2.769679e-05,1.83
4440,100000,open_loop,-1.527967e-04,1.62
4440,100000,gain=200,-2.769679e-05,1.83
4477,100000,open_loop,-1.517060e-04,1.62
4477,100000,gain=200,-2.769679e-05,1.84
4514,100000,open_loop,-1.515665e-04,1.63
4514,100000,gain=200,-2.769679e-05,1.83
4551,100000,open_loop,-1.520011e-04,1.62
4551,100000,gain=200,-2.769679e-05,1.86
4588,100000,open_loop,-1.513061e-04,1.62
4588,100000,gain=200,-2.769679e-05,1.83
4625,100000,open_loop,-1.520758e-04,1.62
4625,100000,gain=200,-2.769679e-05,1.84
4662,100000,open_loop,-1.519552e-04,1.62
4662,100000,gain=200,-2.769679e-05,1.83
4699,100000,open_loop,-1.540460e-04,1.62
4699,100000,gain=200,-2.769679e-05,1.83
4736,100000,open_loop,-1.526805e-04,1.62
4736,100000,gain=200,-2.769679e-05,1.88
4773,100000,open_loop,-1.517083e-04,1.62
4773,100000,gain=200,-2.769679e-05,1.83
4810,100000,open_loop,-1.530919e-04,1.62
4810,100000,gain=200,-2.769679e-05,1.83
4847,100000,open_loop,-1.524414e-04,1.62
4847,100000,gain=200,-2.769679e-05,1.87
4884,100000,open_loop,-1.523325e-04,1.62
4884,100000,gain=200,-2.769679e-05,1.83
4921,100000,open_loop,-1.518412e-04,1.62
4921,100000,gain=200,-2.769679e-05,1.83
4958,100000,open_loop,-1.518749e-04,1.62
4958,100000,gain=200,-2.769068e-05,1.84
4995,100000,open_loop,-1.524459e-04,1.62
4995,100000,gain=200,-2.769679e-05,1.83
5032,100000,open_loop,-1.530372e-04,1.62
5032,100000,gain=200,-2.769679e-05,1.87
5069,100000,open_loop,-1.526965e-04,1.62
5069,100000,gain=200,-2.769679e-05,1.84
5106,100000,open_loop,-1.528620e-04,1.62
5106,100000,gain=200,-2.769679e-05,1.83
5143,100000,open_loop,-1.521915e-04,1.62
5143,100000,gain=200,-2.769679e-05,1.83
5180,100000,open_loop,-1.529847e-04,1.62
5180,100000,gain=200,-2.769134e-05,1.84
5217,100000,open_loop,-1.540238e-04,1.62
5217,100000,gain=200,-2.769679e-05,1.83
5254,100000,open_loop,-1.535296e-04,1.62
5254,100000,gain=200,-2.769679e-05,1.84
5291,100000,open_loop,-1.523237e-04,1.61
5291,100000,gain=200,-2.769679e-05,1.83
5328,100000,open_loop,-1.521537e-04,1.62
5328,100000,gain=200,-2.769679e-05,1.84
5365,100000,open_loop,-1.538343e-04,1.62
5365,100000,gain=200,-2.769679e-05,1.83
5402,100000,open_loop,-1.527229e-04,1.62
5402,100000,gain=200,-2.769679e-05,1.84
5439,100000,open_loop,-1.520759e-04,1.62
5439,100000,gain=200,-2.769679e-05,1.84
5476,100000,open_loop,-1.520864e-04,1.63
5476,100000,gain=200,-2.769679e-05,1.83
5513,100000,open_loop,-1.530041e-04,1.62
5513,100000,gain=200,-2.769679e-05,1.83
5550,100000,open_loop,-1.522085e-04,1.63
5550,100000,gain=200,-2.769679e-05,1.83
5587,100000,open_loop,-1.522924e-04,1.62
5587,100000,gain=200,-2.769679e-05,1.83
5624,100000,open_loop,-1.517966e-04,1.62
5624,100000,gain=200,-2.769679e-05,1.87
5661,100000,open_loop,-1.522759e-04,1.62
5661,100000,gain=200,-2.769679e-05,1.83
5698,100000,open_loop,-1.532844e-04,1.62
5698,100000,gain=200,-2.769679e-05,1.84
5735,100000,open_loop,-1.523237e-04,1.62
5735,100000,gain=200,-2.769679e-05,1.83
5772,100000,open_loop,-1.533492e-04,1.62
5772,100000,gain=200,-2.769068e-05,1.83
5809,100000,open_loop,-1.525655e-04,1.63
5809,100000,gain=200,-2.769679e-05,1.87
5846,100000,open_loop,-1.521387e-04,1.62
5846,100000,gain=200,-2.769679e-05,1.84
5883,100000,open_loop,-1.524553e-04,1.63
5883,100000,gain=200,-2.769679e-05,1.83
5920,100000,open_loop,-1.518977e-04,1.62
5920,100000,gain=200,-2.769679e-05,1.84
5957,100000,open_loop,-1.526175e-04,1.62
5957,100000,gain=200,-2.769679e-05,1.84
5994,100000,open_loop,-1.512883e-04,1.63
5994,100000,gain=200,-2.769679e-05,1.84
6031,100000,open_loop,-1.526407e-04,1.63
6031,100000,gain=200,-2.769679e-05,1.84
6068,100000,open_loop,-1.530910e-04,1.62
6068,100000,gain=200,-2.769679e-05,1.84
6105,100000,open_loop,-1.520245e-04,1.63
6105,100000,gain=200,-2.769679e-05,1.84
6142,100000,open_loop,-1.511991e-04,1.63
6142,100000,gain=200,-2.769679e-05,1.83
6179,100000,open_loop,-1.517517e-04,1.63
6179,100000,gain=200,-2.769679e-05,1.84
6216,100000,open_loop,-1.532985e-04,1.61
6216,100000,gain=200,-2.769679e-05,1.90
6253,100000,open_loop,-1.532586e-04,1.62
6253,100000,gain=200,-2.769679e-05,1.84
6290,100000,open_loop,-1.522649e-04,1.62
6290,100000,gain=200,-2.769679e-05,1.84
6327,100000,open_loop,-1.535770e-04,1.62
6327,100000,gain=200,-2.769679e-05,1.88
6364,100000,open_loop,-1.512451e-04,1.64
6364,100000,gain=200,-2.769679e-05,1.85
6401,100000,open_loop,-1.515436e-04,1.62
6401,100000,gain=200,-2.769679e-05,1.87
6438,100000,open_loop,-1.518753e-04,1.62
6438,100000,gain=200,-2.769679e-05,1.84
6475,100000,open_loop,-1.521868e-04,1.63
6475,100000,gain=200,-2.769679e-05,1.83
6512,100000,open_loop,-1.517965e-04,1.62
6512,100000,gain=200,-2.769679e-05,1.92
6549,100000,open_loop,-1.515604e-04,1.62
6549,100000,gain=200,-2.769679e-05,1.83
6586,100000,open_loop,-1.522174e-04,1.62
6586,100000,gain=200,-2.769679e-05,1.83
6623,100000,open_loop,-1.518203e-04,1.62
6623,100000,gain=200,-2.769679e-05,1.84
6660,100000,open_loop,-1.527039e-04,1.62
6660,100000,gain=200,-2.769679e-05,2.39
6697,100000,open_loop,-1.524211e-04,1.62
6697,100000,gain=200,-2.769679e-05,1.84
6734,100000,open_loop,-1.521861e-04,1.63
6734,100000,gain=200,-2.769679e-05,1.85
6771,100000,open_loop,-1.522684e-04,1.64
6771,100000,gain=200,-2.769679e-05,1.83
6808,100000,open_loop,-1.532100e-04,1.62
6808,100000,gain=200,-2.769716e-05,1.83
6845,100000,open_loop,-1.531568e-04,1.62
6845,100000,gain=200,-2.769679e-05,1.84
6882,100000,open_loop,-1.528393e-04,1.62
6882,100000,gain=200,-2.768499e-05,1.84
6919,100000,open_loop,-1.511769e-04,1.62
6919,100000,gain=200,-2.769679e-05,1.84
6956,100000,open_loop,-1.527000e-04,1.62
6956,100000,gain=200,-2.769679e-05,1.84
6993,100000,open_loop,-1.519980e-04,1.62
6993,100000,gain=200,-2.769679e-05,1.85
7030,100000,open_loop,-1.541731e-04,1.64
7030,100000,gain=200,-2.769679e-05,1.85
7067,100000,open_loop,-1.517180e-04,1.64
7067,100000,gain=200,-2.769679e-05,1.85
7104,100000,open_loop,-1.522295e-04,1.63
7104,100000,gain=200,-2.769679e-05,1.86
7141,100000,open_loop,-1.525233e-04,1.62
7141,100000,gain=200,-2.769679e-05,1.83
7178,100000,open_loop,-1.531335e-04,1.62
7178,100000,gain=200,-2.769679e-05,1.83
7215,100000,open_loop,-1.511291e-04,1.62
7215,100000,gain=200,-2.769679e-05,1.84
7252,100000,open_loop,-1.526824e-04,1.62
7252,100000,gain=200,-2.769679e-05,1.84
7289,100000,open_loop,-1.518058e-04,1.62
7289,100000,gain=200,-2.769679e-05,1.86
7326,100000,open_loop,-1.517957e-04,1.62
7326,100000,gain=200,-2.769679e-05,1.84
7363,100000,open_loop,-1.517592e-04,1.62
7363,100000,gain=200,-2.769679e-05,1.84
7400,100000,open_loop,-1.529567e-04,1.63
7400,100000,gain=200,-2.769679e-05,1.84
7437,100000,open_loop,-1.528291e-04,1.62
7437,100000,gain=200,-2.769679e-05,1.83
7474,100000,open_loop,-1.523643e-04,1.62
7474,100000,gain=200,-2.769099e-05,1.84
7511,100000,open_loop,-1.531034e-04,1.63
7511,100000,gain=200,-2.769710e-05,1.84
7548,100000,open_loop,-1.533676e-04,1.63
7548,100000,gain=200,-2.769679e-05,1.84
7585,100000,open_loop,-1.515406e-04,1.62
7585,100000,gain=200,-2.769068e-05,1.83
7622,100000,open_loop,-1.513643e-04,1.62
7622,100000,gain=200,-2.769679e-05,1.84
7659,100000,open_loop,-1.511159e-04,1.63
7659,100000,gain=200,-2.769679e-05,1.84
7696,100000,open_loop,-1.517843e-04,1.63
7696,100000,gain=200,-2.769679e-05,1.88
7733,100000,open_loop,-1.516094e-04,1.63
7733,100000,gain=200,-2.769679e-05,1.84
7770,100000,open_loop,-1.510141e-04,1.62
7770,100000,gain=200,-2.769105e-05,1.84
7807,100000,open_loop,-1.526741e-04,1.62
7807,100000,gain=200,-2.769679e-05,1.86
7844,100000,open_loop,-1.520803e-04,1.62
7844,100000,gain=200,-2.769679e-05,1.84
7881,100000,open_loop,-1.520001e-04,1.62
7881,100000,gain=200,-2.769679e-05,1.87
7918,100000,open_loop,-1.526357e-04,1.62
7918,100000,gain=200,-2.769679e-05,1.84
7955,100000,open_loop,-1.527913e-04,1.62
7955,100000,gain=200,-2.769679e-05,1.84
7992,100000,open_loop,-1.526851e-04,1.62
7992,100000,gain=200,-2.769679e-05,1.91
8029,100000,open_loop,-1.515321e-04,1.63
8029,100000,gain=200,-2.769679e-05,1.84
8066,100000,open_loop,-1.527134e-04,1.62
8066,100000,gain=200,-2.769679e-05,1.84
8103,100000,open_loop,-1.524526e-04,1.62
8103,100000,gain=200,-2.769679e-05,1.84
8140,100000,open_loop,-1.532249e-04,1.62
8140,100000,gain=200,-2.769679e-05,1.84
8177,100000,open_loop,-1.522560e-04,1.62
8177,100000,gain=200,-2.769679e-05,1.87
8214,100000,open_loop,-1.519822e-04,1.62
8214,100000,gain=200,-2.769679e-05,1.84
8251,100000,open_loop,-1.521792e-04,1.62
8251,100000,gain=200,-2.769679e-05,1.84
8288,100000,open_loop,-1.517967e-04,1.62
8288,100000,gain=200,-2.769679e-05,1.84
8325,100000,open_loop,-1.530059e-04,1.62
8325,100000,gain=200,-2.769679e-05,1.84
8362,100000,open_loop,-1.523033e-04,1.62
8362,100000,gain=200,-2.769679e-05,1.83
8399,100000,open_loop,-1.522606e-04,1.63
8399,100000,gain=200,-2.769679e-05,1.89
8436,100000,open_loop,-1.530415e-04,1.62
8436,100000,gain=200,-2.769679e-05,1.84
8473,100000,open_loop,-1.525092e-04,1.62
8473,100000,gain=200,-2.769679e-05,1.83
8510,100000,open_loop,-1.524924e-04,1.62
8510,100000,gain=200,-2.769679e-05,1.84
8547,100000,open_loop,-1.527924e-04,1.62
8547,100000,gain=200,-2.769105e-05,1.84
8584,100000,open_loop,-1.517103e-04,1.63
8584,100000,gain=200,-2.769068e-05,1.87
8621,100000,open_loop,-1.522488e-04,1.62
8621,100000,gain=200,-2.769679e-05,1.83
8658,100000,open_loop,-1.522723e-04,1.62
8658,100000,gain=200,-2.769679e-05,1.84
8695,100000,open_loop,-1.532324e-04,1.63
8695,100000,gain=200,-2.769679e-05,1.84
8732,100000,open_loop,-1.519706e-04,1.62
8732,100000,gain=200,-2.769679e-05,1.84
8769,100000,open_loop,-1.531400e-04,1.63
8769,100000,gain=200,-2.769679e-05,1.87
8806,100000,open_loop,-1.535346e-04,1.62
8806,100000,gain=200,-2.769679e-05,1.84
8843,100000,open_loop,-1.519101e-04,1.62
8843,100000,gain=200,-2.769679e-05,1.84
8880,100000,open_loop,-1.524107e-04,1.62
8880,100000,gain=200,-2.769679e-05,1.84
8917,100000,open_loop,-1.528630e-04,1.62
8917,100000,gain=200,-2.769679e-05,1.84
8954,100000,open_loop,-1.523950e-04,1.63
8954,100000,gain=200,-2.769679e-05,1.84
8991,100000,open_loop,-1.516013e-04,1.63
8991,100000,gain=200,-2.769679e-05,1.84
9028,100000,open_loop,-1.517647e-04,1.63
9028,100000,gain=200,-2.769679e-05,1.84
9065,100000,open_loop,-1.527241e-04,1.63
9065,100000,gain=200,-2.769679e-05,1.84
9102,100000,open_loop,-1.532279e-04,1.63
9102,100000,gain=200,-2.769679e-05,1.84
9139,100000,open_loop,-1.517605e-04,1.63
9139,100000,gain=200,-2.769679e-05,1.84
9176,100000,open_loop,-1.524020e-04,1.63
9176,100000,gain=200,-2.769679e-05,1.89
9213,100000,open_loop,-1.513246e-04,1.63
9213,100000,gain=200,-2.769679e-05,1.84
9250,100000,open_loop,-1.522329e-04,1.63
9250,100000,gain=200,-2.769679e-05,1.84
9287,100000,open_loop,-1.526675e-04,1.63
9287,100000,gain=200,-2.769710e-05,1.88
9324,100000,open_loop,-1.522175e-04,1.63
9324,100000,gain=200,-2.769679e-05,1.85
9361,100000,open_loop,-1.527116e-04,1.63
9361,100000,gain=200,-2.769679e-05,1.88
9398,100000,open_loop,-1.521262e-04,1.63
9398,100000,gain=200,-2.769679e-05,1.84
9435,100000,open_loop,-1.518151e-04,1.63
9435,100000,gain=200,-2.769679e-05,1.84
9472,100000,open_loop,-1.526698e-04,1.64
9472,100000,gain=200,-2.769679e-05,1.92
9509,100000,open_loop,-1.532590e-04,1.63
9509,100000,gain=200,-2.769679e-05,1.85
9546,100000,open_loop,-1.519025e-04,1.63
9546,100000,gain=200,-2.769679e-05,1.85
9583,100000,open_loop,-1.515147e-04,1.63
9583,100000,gain=200,-2.769679e-05,1.85
9620,100000,open_loop,-1.531997e-04,1.64
9620,100000,gain=200,-2.769716e-05,1.85
9657,100000,open_loop,-1.525759e-04,1.64
9657,100000,gain=200,-2.769679e-05,1.86
9694,100000,open_loop,-1.513361e-04,1.63
9694,100000,gain=200,-2.769679e-05,1.85
9731,100000,open_loop,-1.529981e-04,1.63
9731,100000,gain=200,-2.769679e-05,1.85
9768,100000,open_loop,-1.531366e-04,1.63
9768,100000,gain=200,-2.769679e-05,1.85
9805,100000,open_loop,-1.516611e-04,1.64
9805,100000,gain=200,-2.769679e-05,1.85
9842,100000,open_loop,-1.515743e-04,1.63
9842,100000,gain=200,-2.769068e-05,1.85
9879,100000,open_loop,-1.529606e-04,1.64
9879,100000,gain=200,-2.769679e-05,1.92
9916,100000,open_loop,-1.526246e-04,1.63
9916,100000,gain=200,-2.769679e-05,1.85
9953,100000,open_loop,-1.519760e-04,1.63
9953,100000,gain=200,-2.769679e-05,1.85
9990,100000,open_loop,-1.521078e-04,1.63
9990,100000,gain=200,-2.769679e-05,1.85
10027,100000,open_loop,-1.535536e-04,1.63
10027,100000,gain=200,-2.769679e-05,1.85
10064,100000,open_loop,-1.521803e-04,1.64
10064,100000,gain=200,-2.769679e-05,1.90
10101,100000,open_loop,-1.522925e-04,1.63
10101,100000,gain=200,-2.769679e-05,1.85
10138,100000,open_loop,-1.527403e-04,1.64
10138,100000,gain=200,-2.769679e-05,1.85
10175,100000,open_loop,-1.524454e-04,1.64
10175,100000,gain=200,-2.769679e-05,1.90
10212,100000,open_loop,-1.521411e-04,1.64
10212,100000,gain=200,-2.769679e-05,1.85
10249,100000,open_loop,-1.533318e-04,1.64
10249,100000,gain=200,-2.769679e-05,1.85
10286,100000,open_loop,-1.523827e-04,1.64
10286,100000,gain=200,-2.769679e-05,1.85
10323,100000,open_loop,-1.525903e-04,1.64
10323,100000,gain=200,-2.769679e-05,1.85
10360,100000,open_loop,-1.532839e-04,1.64
10360,100000,gain=200,-2.769679e-05,1.89
10397,100000,open_loop,-1.533722e-04,1.64
10397,100000,gain=200,-2.769679e-05,1.85
10434,100000,open_loop,-1.538264e-04,1.64
10434,100000,gain=200,-2.769679e-05,1.85
10471,100000,open_loop,-1.528714e-04,1.63
10471,100000,gain=200,-2.769679e-05,1.85
10508,100000,open_loop,-1.521399e-04,1.63
10508,100000,gain=200,-2.769679e-05,1.85
10545,100000,open_loop,-1.524350e-04,1.64
10545,100000,gain=200,-2.769679e-05,1.85
10582,100000,open_loop,-1.511521e-04,1.64
10582,100000,gain=200,-2.769679e-05,1.85
10619,100000,open_loop,-1.529139e-04,1.63
10619,100000,gain=200,-2.769716e-05,1.85
10656,100000,open_loop,-1.518338e-04,1.64
10656,100000,gain=200,-2.769679e-05,1.85
10693,100000,open_loop,-1.515577e-04,1.64
10693,100000,gain=200,-2.769679e-05,1.85
10730,100000,open_loop,-1.521972e-04,1.64
10730,100000,gain=200,-2.769679e-05,1.85
10767,100000,open_loop,-1.528955e-04,1.64
10767,100000,gain=200,-2.769679e-05,1.85
10804,100000,open_loop,-1.527471e-04,1.64
10804,100000,gain=200,-2.769679e-05,1.85
10841,100000,open_loop,-1.523150e-04,1.64
10841,100000,gain=200,-2.769105e-05,1.85
10878,100000,open_loop,-1.532873e-04,1.64
10878,100000,gain=200,-2.769679e-05,1.85
10915,100000,open_loop,-1.523651e-04,1.63
10915,100000,gain=200,-2.769679e-05,1.84
10952,100000,open_loop,-1.529868e-04,1.64
10952,100000,gain=200,-2.769710e-05,1.87
10989,100000,open_loop,-1.514228e-04,1.63
10989,100000,gain=200,-2.769679e-05,1.85
11026,100000,open_loop,-1.515847e-04,1.64
11026,100000,gain=200,-2.769679e-05,1.85
11063,100000,open_loop,-1.519964e-04,1.64
11063,100000,gain=200,-2.769679e-05,1.85
11100,100000,open_loop,-1.522773e-04,1.64
11100,100000,gain=200,-2.769679e-05,1.85
11137,100000,open_loop,-1.534355e-04,1.63
11137,100000,gain=200,-2.769679e-05,1.88
11174,100000,open_loop,-1.535425e-04,1.64
11174,100000,gain=200,-2.769679e-05,1.85
11211,100000,open_loop,-1.514172e-04,1.64
11211,100000,gain=200,-2.769679e-05,1.86
11248,100000,open_loop,-1.521705e-04,1.63
11248,100000,gain=200,-2.769700e-05,1.85
11285,100000,open_loop,-1.522453e-04,1.64
11285,100000,gain=200,-2.769679e-05,1.85
11322,100000,open_loop,-1.528563e-04,1.63
11322,100000,gain=200,-2.769068e-05,1.85
11359,100000,open_loop,-1.519937e-04,1.64
11359,100000,gain=200,-2.769679e-05,1.85
11396,100000,open_loop,-1.535052e-04,1.64
11396,100000,gain=200,-2.769679e-05,1.85
11433,100000,open_loop,-1.532260e-04,1.64
11433,100000,gain=200,-2.769679e-05,1.85
11470,100000,open_loop,-1.518035e-04,1.63
11470,100000,gain=200,-2.769679e-05,1.85
11507,100000,open_loop,-1.523223e-04,1.63
11507,100000,gain=200,-2.769679e-05,1.85
11544,100000,open_loop,-1.508292e-04,1.64
11544,100000,gain=200,-2.769679e-05,1.90
11581,100000,open_loop,-1.537447e-04,1.64
11581,100000,gain=200,-2.769679e-05,1.84
11618,100000,open_loop,-1.519043e-04,1.64
11618,100000,gain=200,-2.769679e-05,1.84
11655,100000,open_loop,-1.534475e-04,1.63
11655,100000,gain=200,-2.769679e-05,1.89
11692,100000,open_loop,-1.520205e-04,1.64
11692,100000,gain=200,-2.769679e-05,1.85
11729,100000,open_loop,-1.526137e-04,1.64
11729,100000,gain=200,-2.769679e-05,2.60
11766,100000,open_loop,-1.524571e-04,1.64
11766,100000,gain=200,-2.769679e-05,1.85
11803,100000,open_loop,-1.532387e-04,1.63
11803,100000,gain=200,-2.769679e-05,1.85
11840,100000,open_loop,-1.516849e-04,1.64
11840,100000,gain=200,-2.769679e-05,1.93
11877,100000,open_loop,-1.517391e-04,1.64
11877,100000,gain=200,-2.769679e-05,1.85
11914,100000,open_loop,-1.531593e-04,1.63
11914,100000,gain=200,-2.769679e-05,1.85
11951,100000,open_loop,-1.520679e-04,1.63
11951,100000,gain=200,-2.769679e-05,1.85
11988,100000,open_loop,-1.519555e-04,1.64
11988,100000,gain=200,-2.769679e-05,1.85
12025,100000,open_loop,-1.517895e-04,1.64
12025,100000,gain=200,-2.769679e-05,1.86
12062,100000,open_loop,-1.532024e-04,1.64
12062,100000,gain=200,-2.769679e-05,1.85
12099,100000,open_loop,-1.529750e-04,1.64
12099,100000,gain=200,-2.769679e-05,1.85
12136,100000,open_loop,-1.521881e-04,1.63
12136,100000,gain=200,-2.769679e-05,1.85
12173,100000,open_loop,-1.525923e-04,1.63
12173,100000,gain=200,-2.769679e-05,1.85
12210,100000,open_loop,-1.536677e-04,1.63
12210,100000,gain=200,-2.769679e-05,1.85
12247,100000,open_loop,-1.526151e-04,1.64
12247,100000,gain=200,-2.769679e-05,1.97
12284,100000,open_loop,-1.529548e-04,1.67
12284,100000,gain=200,-2.769679e-05,1.90
12321,100000,open_loop,-1.539889e-04,1.67
12321,100000,gain=200,-2.769679e-05,1.87
12358,100000,open_loop,-1.526110e-04,1.65
12358,100000,gain=200,-2.769679e-05,1.86
12395,100000,open_loop,-1.528117e-04,1.64
12395,100000,gain=200,-2.769068e-05,1.85
12432,100000,open_loop,-1.523513e-04,1.65
12432,100000,gain=200,-2.769679e-05,1.90
12469,100000,open_loop,-1.524076e-04,1.64
12469,100000,gain=200,-2.769679e-05,1.85
12506,100000,open_loop,-1.522800e-04,1.64
12506,100000,gain=200,-2.769679e-05,1.86
12543,100000,open_loop,-1.522825e-04,1.64
12543,100000,gain=200,-2.769679e-05,1.91
12580,100000,open_loop,-1.527293e-04,1.65
12580,100000,gain=200,-2.769679e-05,1.87
12617,100000,open_loop,-1.530284e-04,1.64
12617,100000,gain=200,-2.769679e-05,1.87
12654,100000,open_loop,-1.525990e-04,1.65
12654,100000,gain=200,-2.769105e-05,1.86
12691,100000,open_loop,-1.536233e-04,1.64
12691,100000,gain=200,-2.769679e-05,1.86
12728,100000,open_loop,-1.516196e-04,1.64
12728,100000,gain=200,-2.769679e-05,1.85
12765,100000,open_loop,-1.535809e-04,1.64
12765,100000,gain=200,-2.769679e-05,1.85
12802,100000,open_loop,-1.513630e-04,1.64
12802,100000,gain=200,-2.769679e-05,1.85
12839,100000,open_loop,-1.536924e-04,1.66
12839,100000,gain=200,-2.769105e-05,1.85
12876,100000,open_loop,-1.526103e-04,1.64
12876,100000,gain=200,-2.769679e-05,1.85
12913,100000,open_loop,-1.526157e-04,1.64
12913,100000,gain=200,-2.769679e-05,1.86
12950,100000,open_loop,-1.530923e-04,1.65
12950,100000,gain=200,-2.769679e-05,1.86
12987,100000,open_loop,-1.536672e-04,1.65
12987,100000,gain=200,-2.769679e-05,1.86
13024,100000,open_loop,-1.523766e-04,1.64
13024,100000,gain=200,-2.769679e-05,1.89
13061,100000,open_loop,-1.519944e-04,1.64
13061,100000,gain=200,-2.769679e-05,1.85
13098,100000,open_loop,-1.534090e-04,1.64
13098,100000,gain=200,-2.769068e-05,1.85
13135,100000,open_loop,-1.519241e-04,1.64
13135,100000,gain=200,-2.769679e-05,1.87
13172,100000,open_loop,-1.542020e-04,1.63
13172,100000,gain=200,-2.769679e-05,1.86
13209,100000,open_loop,-1.522932e-04,1.65
13209,100000,gain=200,-2.769679e-05,1.91
13246,100000,open_loop,-1.514435e-04,1.64
13246,100000,gain=200,-2.769679e-05,1.85
13283,100000,open_loop,-1.518945e-04,1.64
13283,100000,gain=200,-2.769106e-05,1.87
13320,100000,open_loop,-1.536652e-04,1.64
13320,100000,gain=200,-2.769679e-05,1.92
13357,100000,open_loop,-1.529376e-04,1.65
13357,100000,gain=200,-2.769679e-05,1.85
13394,100000,open_loop,-1.527060e-04,1.64
13394,100000,gain=200,-2.769679e-05,1.85
13431,100000,open_loop,-1.526291e-04,1.66
13431,100000,gain=200,-2.769679e-05,1.85
13468,100000,open_loop,-1.520480e-04,1.64
13468,100000,gain=200,-2.769679e-05,1.86
13505,100000,open_loop,-1.529837e-04,1.64
13505,100000,gain=200,-2.769679e-05,1.89
13542,100000,open_loop,-1.529834e-04,1.64
13542,100000,gain=200,-2.769679e-05,1.87
13579,100000,open_loop,-1.514999e-04,1.65
13579,100000,gain=200,-2.769679e-05,1.86
13616,100000,open_loop,-1.517020e-04,1.64
13616,100000,gain=200,-2.769679e-05,1.85
13653,100000,open_loop,-1.519060e-04,1.64
13653,100000,gain=200,-2.769679e-05,1.86
13690,100000,open_loop,-1.509407e-04,1.65
13690,100000,gain=200,-2.769679e-05,1.86
13727,100000,open_loop,-1.519432e-04,1.64
13727,100000,gain=200,-2.769679e-05,1.90
13764,100000,open_loop,-1.518160e-04,1.64
13764,100000,gain=200,-2.769679e-05,1.85
13801,100000,open_loop,-1.527733e-04,1.65
