seed,t_steps,condition,fitness,wall_sec
10730,10000,gain=200,-3.668605e-05,0.45
10767,10000,open_loop,-1.566439e-04,0.39
10767,10000,gain=200,-3.668605e-05,0.45
10804,10000,open_loop,-1.573238e-04,0.39
10804,10000,gain=200,-3.668605e-05,0.45
10841,10000,open_loop,-1.566580e-04,0.39
10841,10000,gain=200,-3.668605e-05,0.45
10878,10000,open_loop,-1.569494e-04,0.39
10878,10000,gain=200,-3.668605e-05,0.45
10915,10000,open_loop,-1.569259e-04,0.39
10915,10000,gain=200,-3.668605e-05,0.46
10952,10000,open_loop,-1.581329e-04,0.39
10952,10000,gain=200,-3.668605e-05,0.45
10989,10000,open_loop,-1.557783e-04,0.39
10989,10000,gain=200,-3.668605e-05,0.45
11026,10000,open_loop,-1.563577e-04,0.39
11026,10000,gain=200,-3.668605e-05,0.45
11063,10000,open_loop,-1.564006e-04,0.39
11063,10000,gain=200,-3.668605e-05,0.45
11100,10000,open_loop,-1.554550e-04,0.39
11100,10000,gain=200,-3.668605e-05,0.45
11137,10000,open_loop,-1.574254e-04,0.39
11137,10000,gain=200,-3.668605e-05,0.45
11174,10000,open_loop,-1.557948e-04,0.39
11174,10000,gain=200,-3.668605e-05,0.45
11211,10000,open_loop,-1.568779e-04,0.39
11211,10000,gain=200,-3.668605e-05,0.45
11248,10000,open_loop,-1.574933e-04,0.39
11248,10000,gain=200,-3.668605e-05,0.45
11285,10000,open_loop,-1.564187e-04,0.39
11285,10000,gain=200,-3.668605e-05,0.45
11322,10000,open_loop,-1.567484e-04,0.39
11322,10000,gain=200,-3.668605e-05,0.45
11359,10000,open_loop,-1.563485e-04,0.39
11359,10000,gain=200,-3.668605e-05,0.45
11396,10000,open_loop,-1.570390e-04,0.39
11396,10000,gain=200,-3.668605e-05,0.45
11433,10000,open_loop,-1.574767e-04,0.39
11433,10000,gain=200,-3.668605e-05,0.45
11470,10000,open_loop,-1.543202e-04,0.39
11470,10000,gain=200,-3.668605e-05,0.45
11507,10000,open_loop,-1.567869e-04,0.39
11507,10000,gain=200,-3.668605e-05,0.45
11544,10000,open_loop,-1.560777e-04,0.39
11544,10000,gain=200,-3.668605e-05,0.45
11581,10000,open_loop,-1.584863e-04,0.39
11581,10000,gain=200,-3.668605e-05,0.45
11618,10000,open_loop,-1.566911e-04,0.39
11618,10000,gain=200,-3.668605e-05,0.70
11655,10000,open_loop,-1.573026e-04,0.39
11655,10000,gain=200,-3.668605e-05,0.45
11692,10000,open_loop,-1.568711e-04,0.39
11692,10000,gain=200,-3.668605e-05,0.45
11729,10000,open_loop,-1.567727e-04,0.39
11729,10000,gain=200,-3.668605e-05,0.45
11766,10000,open_loop,-1.562266e-04,0.39
11766,10000,gain=200,-3.668605e-05,0.45
11803,10000,open_loop,-1.572407e-04,0.39
11803,10000,gain=200,-3.668605e-05,0.45
11840,10000,open_loop,-1.564554e-04,0.39
11840,10000,gain=200,-3.668605e-05,0.45
11877,10000,open_loop,-1.561334e-04,0.39
11877,10000,gain=200,-3.668605e-05,0.45
11914,10000,open_loop,-1.583379e-04,0.39
11914,10000,gain=200,-3.668605e-05,0.45
11951,10000,open_loop,-1.566998e-04,0.39
11951,10000,gain=200,-3.668605e-05,0.45
11988,10000,open_loop,-1.567503e-04,0.39
11988,10000,gain=200,-3.668605e-05,0.46
12025,10000,open_loop,-1.574451e-04,0.39
12025,10000,gain=200,-3.668605e-05,0.45
12062,10000,open_loop,-1.561204e-04,0.39
12062,10000,gain=200,-3.668605e-05,0.45
12099,10000,open_loop,-1.557454e-04,0.39
12099,10000,gain=200,-3.668605e-05,0.45
12136,10000,open_loop,-1.564635e-04,0.39
12136,10000,gain=200,-3.668605e-05,0.45
12173,10000,open_loop,-1.573562e-04,0.39
12173,10000,gain=200,-3.668605e-05,0.46
12210,10000,open_loop,-1.586930e-04,0.39
12210,10000,gain=200,-3.668605e-05,0.45
12247,10000,open_loop,-1.559728e-04,0.39
12247,10000,gain=200,-3.668605e-05,0.45
12284,10000,open_loop,-1.567209e-04,0.39
12284,10000,gain=200,-3.668605e-05,0.45
12321,10000,open_loop,-1.572040e-04,0.39
12321,10000,gain=200,-3.668605e-05,0.45
12358,10000,open_loop,-1.567550e-04,0.39
12358,10000,gain=200,-3.668605e-05,0.46
12395,10000,open_loop,-1.558318e-04,0.39
12395,10000,gain=200,-3.668605e-05,0.46
12432,10000,open_loop,-1.556811e-04,0.39
12432,10000,gain=200,-3.668605e-05,0.45
12469,10000,open_loop,-1.578691e-04,0.39
12469,10000,gain=200,-3.668605e-05,0.45
12506,10000,open_loop,-1.563657e-04,0.39
12506,10000,gain=200,-3.668605e-05,0.45
12543,10000,open_loop,-1.574253e-04,0.38
12543,10000,gain=200,-3.668605e-05,0.45
12580,10000,open_loop,-1.574995e-04,0.39
12580,10000,gain=200,-3.668605e-05,0.46
12617,10000,open_loop,-1.586600e-04,0.39
12617,10000,gain=200,-3.668605e-05,0.45
12654,10000,open_loop,-1.572477e-04,0.39
12654,10000,gain=200,-3.668605e-05,0.45
12691,10000,open_loop,-1.570052e-04,0.39
12691,10000,gain=200,-3.668605e-05,0.46
12728,10000,open_loop,-1.572752e-04,0.39
12728,10000,gain=200,-3.668605e-05,0.45
12765,10000,open_loop,-1.579971e-04,0.39
12765,10000,gain=200,-3.668605e-05,0.45
12802,10000,open_loop,-1.556710e-04,0.39
12802,10000,gain=200,-3.668605e-05,0.45
12839,10000,open_loop,-1.576999e-04,0.39
12839,10000,gain=200,-3.668605e-05,0.45
12876,10000,open_loop,-1.568829e-04,0.39
12876,10000,gain=200,-3.668605e-05,0.45
12913,10000,open_loop,-1.564599e-04,0.39
12913,10000,gain=200,-3.668605e-05,0.45
12950,10000,open_loop,-1.584865e-04,0.39
12950,10000,gain=200,-3.668605e-05,0.45
12987,10000,open_loop,-1.575177e-04,0.39
12987,10000,gain=200,-3.668605e-05,0.45
13024,10000,open_loop,-1.551848e-04,0.39
13024,10000,gain=200,-3.668605e-05,0.45
13061,10000,open_loop,-1.563421e-04,0.39
13061,10000,gain=200,-3.668605e-05,0.45
13098,10000,open_loop,-1.577646e-04,0.39
13098,10000,gain=200,-3.668605e-05,0.45
13135,10000,open_loop,-1.555639e-04,0.39
13135,10000,gain=200,-3.668605e-05,0.45
13172,10000,open_loop,-1.565857e-04,0.39
13172,10000,gain=200,-3.668605e-05,0.45
13209,10000,open_loop,-1.571331e-04,0.39
13209,10000,gain=200,-3.668605e-05,0.45
13246,10000,open_loop,-1.573480e-04,0.39
13246,10000,gain=200,-3.668605e-05,0.45
13283,10000,open_loop,-1.555538e-04,0.39
13283,10000,gain=200,-3.668605e-05,0.45
13320,10000,open_loop,-1.585332e-04,0.39
13320,10000,gain=200,-3.668605e-05,0.45
13357,10000,open_loop,-1.573167e-04,0.39
13357,10000,gain=200,-3.668605e-05,0.45
13394,10000,open_loop,-1.575315e-04,0.39
13394,10000,gain=200,-3.668605e-05,0.45
13431,10000,open_loop,-1.568705e-04,0.39
13431,10000,gain=200,-3.668605e-05,0.45
13468,10000,open_loop,-1.566911e-04,0.39
13468,10000,gain=200,-3.668605e-05,0.46
13505,10000,open_loop,-1.570253e-04,0.39
13505,10000,gain=200,-3.668605e-05,0.45
13542,10000,open_loop,-1.572252e-04,0.39
13542,10000,gain=200,-3.668605e-05,0.45
13579,10000,open_loop,-1.554336e-04,0.39
13579,10000,gain=200,-3.668605e-05,0.45
13616,10000,open_loop,-1.548952e-04,0.39
13616,10000,gain=200,-3.668605e-05,0.46
13653,10000,open_loop,-1.557948e-04,0.39
13653,10000,gain=200,-3.668605e-05,0.46
13690,10000,open_loop,-1.555381e-04,0.39
13690,10000,gain=200,-3.668605e-05,0.45
13727,10000,open_loop,-1.558639e-04,0.39
13727,10000,gain=200,-3.668605e-05,0.45
13764,10000,open_loop,-1.573580e-04,0.39
13764,10000,gain=200,-3.668605e-05,0.45
13801,10000,open_loop,-1.574229e-04,0.39
13801,10000,gain=200,-3.668605e-05,0.45
13838,10000,open_loop,-1.575017e-04,0.39
13838,10000,gain=200,-3.668605e-05,0.46
13875,10000,open_loop,-1.570270e-04,0.39
13875,10000,gain=200,-3.668605e-05,0.45
13912,10000,open_loop,-1.561823e-04,0.39
13912,10000,gain=200,-3.668605e-05,0.46
13949,10000,open_loop,-1.564436e-04,0.40
13949,10000,gain=200,-3.668605e-05,0.46
13986,10000,open_loop,-1.557986e-04,0.40
13986,10000,gain=200,-3.668605e-05,0.46
14023,10000,open_loop,-1.583773e-04,0.40
14023,10000,gain=200,-3.668605e-05,0.45
14060,10000,open_loop,-1.578671e-04,0.39
14060,10000,gain=200,-3.668605e-05,0.46
14097,10000,open_loop,-1.548706e-04,0.40
14097,10000,gain=200,-3.668605e-05,0.45
14134,10000,open_loop,-1.577756e-04,0.39
14134,10000,gain=200,-3.668605e-05,0.45
14171,10000,open_loop,-1.572437e-04,0.39
14171,10000,gain=200,-3.668605e-05,0.46
14208,10000,open_loop,-1.582772e-04,0.70
14208,10000,gain=200,-3.668605e-05,0.45
14245,10000,open_loop,-1.568755e-04,0.40
14245,10000,gain=200,-3.668605e-05,0.46
14282,10000,open_loop,-1.558789e-04,0.40
14282,10000,gain=200,-3.668605e-05,0.46
14319,10000,open_loop,-1.576702e-04,0.39
14319,10000,gain=200,-3.668605e-05,0.46
14356,10000,open_loop,-1.577098e-04,0.40
14356,10000,gain=200,-3.668605e-05,0.46
14393,10000,open_loop,-1.558913e-04,0.39
14393,10000,gain=200,-3.668605e-05,0.46
14430,10000,open_loop,-1.582772e-04,0.40
14430,10000,gain=200,-3.668605e-05,0.45
14467,10000,open_loop,-1.573819e-04,0.39
14467,10000,gain=200,-3.668605e-05,0.46
14504,10000,open_loop,-1.582798e-04,0.40
14504,10000,gain=200,-3.668605e-05,0.46
14541,10000,open_loop,-1.572475e-04,0.40
14541,10000,gain=200,-3.668605e-05,0.46
14578,10000,open_loop,-1.552930e-04,0.39
14578,10000,gain=200,-3.668605e-05,0.46
14615,10000,open_loop,-1.573457e-04,0.39
14615,10000,gain=200,-3.668605e-05,0.45
14652,10000,open_loop,-1.577965e-04,0.39
14652,10000,gain=200,-3.668605e-05,0.46
14689,10000,open_loop,-1.558135e-04,0.39
14689,10000,gain=200,-3.668605e-05,0.46
14726,10000,open_loop,-1.561460e-04,0.39
14726,10000,gain=200,-3.668605e-05,0.46
14763,10000,open_loop,-1.556240e-04,0.40
14763,10000,gain=200,-3.668605e-05,0.46
14800,10000,open_loop,-1.576548e-04,0.39
14800,10000,gain=200,-3.668605e-05,0.46
14837,10000,open_loop,-1.571331e-04,0.39
14837,10000,gain=200,-3.668605e-05,0.46
14874,10000,open_loop,-1.557439e-04,0.39
14874,10000,gain=200,-3.668605e-05,0.46
14911,10000,open_loop,-1.548599e-04,0.40
14911,10000,gain=200,-3.668605e-05,0.46
14948,10000,open_loop,-1.581543e-04,0.40
14948,10000,gain=200,-3.668605e-05,0.45
14985,10000,open_loop,-1.566605e-04,0.40
14985,10000,gain=200,-3.668605e-05,0.46
15022,10000,open_loop,-1.563539e-04,0.40
15022,10000,gain=200,-3.668605e-05,0.46
15059,10000,open_loop,-1.568483e-04,0.39
15059,10000,gain=200,-3.668605e-05,0.46
15096,10000,open_loop,-1.575236e-04,0.40
15096,10000,gain=200,-3.668605e-05,0.46
15133,10000,open_loop,-1.574372e-04,0.39
15133,10000,gain=200,-3.668605e-05,0.46
15170,10000,open_loop,-1.591569e-04,0.39
15170,10000,gain=200,-3.668605e-05,0.45
15207,10000,open_loop,-1.566071e-04,0.40
15207,10000,gain=200,-3.668605e-05,0.46
15244,10000,open_loop,-1.579971e-04,0.40
15244,10000,gain=200,-3.668605e-05,0.46
15281,10000,open_loop,-1.574973e-04,0.39
15281,10000,gain=200,-3.668605e-05,0.46
15318,10000,open_loop,-1.565338e-04,0.40
15318,10000,gain=200,-3.668605e-05,0.46
15355,10000,open_loop,-1.565932e-04,0.40
15355,10000,gain=200,-3.668605e-05,0.46
15392,10000,open_loop,-1.548983e-04,0.39
15392,10000,gain=200,-3.668605e-05,0.45
15429,10000,open_loop,-1.555963e-04,0.40
15429,10000,gain=200,-3.668605e-05,0.46
15466,10000,open_loop,-1.575303e-04,0.40
15466,10000,gain=200,-3.668605e-05,0.46
15503,10000,open_loop,-1.563119e-04,0.40
15503,10000,gain=200,-3.668605e-05,0.46
15540,10000,open_loop,-1.557453e-04,0.40
15540,10000,gain=200,-3.668605e-05,0.46
15577,10000,open_loop,-1.570906e-04,0.40
15577,10000,gain=200,-3.668605e-05,0.46
15614,10000,open_loop,-1.570643e-04,0.39
15614,10000,gain=200,-3.668605e-05,0.46
15651,10000,open_loop,-1.565106e-04,0.40
15651,10000,gain=200,-3.668605e-05,0.46
15688,10000,open_loop,-1.566681e-04,0.40
15688,10000,gain=200,-3.668605e-05,0.46
15725,10000,open_loop,-1.568052e-04,0.40
15725,10000,gain=200,-3.668605e-05,0.46
15762,10000,open_loop,-1.570037e-04,0.40
15762,10000,gain=200,-3.668605e-05,0.46
15799,10000,open_loop,-1.580385e-04,0.40
15799,10000,gain=200,-3.668605e-05,0.46
15836,10000,open_loop,-1.578583e-04,0.39
15836,10000,gain=200,-3.668605e-05,0.46
15873,10000,open_loop,-1.577975e-04,0.40
15873,10000,gain=200,-3.668605e-05,0.46
15910,10000,open_loop,-1.572407e-04,0.40
15910,10000,gain=200,-3.668605e-05,0.46
15947,10000,open_loop,-1.575463e-04,0.40
15947,10000,gain=200,-3.668605e-05,0.46
15984,10000,open_loop,-1.563469e-04,0.40
15984,10000,gain=200,-3.668605e-05,0.46
16021,10000,open_loop,-1.557598e-04,0.40
16021,10000,gain=200,-3.668605e-05,0.46
16058,10000,open_loop,-1.569476e-04,0.40
16058,10000,gain=200,-3.668605e-05,0.46
16095,10000,open_loop,-1.576883e-04,0.40
16095,10000,gain=200,-3.668605e-05,0.46
16132,10000,open_loop,-1.565950e-04,0.40
16132,10000,gain=200,-3.668605e-05,0.46
16169,10000,open_loop,-1.568434e-04,0.40
16169,10000,gain=200,-3.668605e-05,0.46
16206,10000,open_loop,-1.565103e-04,0.39
16206,10000,gain=200,-3.668605e-05,0.46
16243,10000,open_loop,-1.579952e-04,0.39
16243,10000,gain=200,-3.668605e-05,0.46
16280,10000,open_loop,-1.582197e-04,0.40
16280,10000,gain=200,-3.668605e-05,0.46
16317,10000,open_loop,-1.570162e-04,0.39
16317,10000,gain=200,-3.668605e-05,0.46
16354,10000,open_loop,-1.577531e-04,0.40
16354,10000,gain=200,-3.668605e-05,0.46
16391,10000,open_loop,-1.554336e-04,0.40
16391,10000,gain=200,-3.668605e-05,0.46
16428,10000,open_loop,-1.568867e-04,0.40
16428,10000,gain=200,-3.668605e-05,0.46
16465,10000,open_loop,-1.570257e-04,0.39
16465,10000,gain=200,-3.668605e-05,0.46
16502,10000,open_loop,-1.570708e-04,0.40
16502,10000,gain=200,-3.668605e-05,0.45
16539,10000,open_loop,-1.560449e-04,0.40
16539,10000,gain=200,-3.668605e-05,0.46
16576,10000,open_loop,-1.571697e-04,0.40
16576,10000,gain=200,-3.668605e-05,0.46
16613,10000,open_loop,-1.570128e-04,0.39
16613,10000,gain=200,-3.668605e-05,0.46
16650,10000,open_loop,-1.574377e-04,0.40
16650,10000,gain=200,-3.668605e-05,0.46
16687,10000,open_loop,-1.568617e-04,0.40
16687,10000,gain=200,-3.668605e-05,0.46
16724,10000,open_loop,-1.568697e-04,0.40
16724,10000,gain=200,-3.668605e-05,0.46
16761,10000,open_loop,-1.572672e-04,0.40
16761,10000,gain=200,-3.668605e-05,0.45
16798,10000,open_loop,-1.567628e-04,0.40
16798,10000,gain=200,-3.668605e-05,0.46
16835,10000,open_loop,-1.575324e-04,0.39
16835,10000,gain=200,-3.668605e-05,0.46
16872,10000,open_loop,-1.564416e-04,0.40
16872,10000,gain=200,-3.668605e-05,0.46
16909,10000,open_loop,-1.552310e-04,0.40
16909,10000,gain=200,-3.668605e-05,0.46
16946,10000,open_loop,-1.568839e-04,0.40
16946,10000,gain=200,-3.668605e-05,0.46
16983,10000,open_loop,-1.560714e-04,0.40
16983,10000,gain=200,-3.668605e-05,0.46
17020,10000,open_loop,-1.571249e-04,0.40
17020,10000,gain=200,-3.668605e-05,0.46
17057,10000,open_loop,-1.567843e-04,0.40
17057,10000,gain=200,-3.668605e-05,0.46
17094,10000,open_loop,-1.573162e-04,0.40
17094,10000,gain=200,-3.668605e-05,0.46
17131,10000,open_loop,-1.558553e-04,0.40
17131,10000,gain=200,-3.668605e-05,0.46
17168,10000,open_loop,-1.554570e-04,0.39
17168,10000,gain=200,-3.668605e-05,0.46
17205,10000,open_loop,-1.574534e-04,0.39
17205,10000,gain=200,-3.668605e-05,0.46
17242,10000,open_loop,-1.566244e-04,0.40
17242,10000,gain=200,-3.668605e-05,0.82
17279,10000,open_loop,-1.558807e-04,0.39
17279,10000,gain=200,-3.668605e-05,0.46
17316,10000,open_loop,-1.558387e-04,0.40
17316,10000,gain=200,-3.668605e-05,0.46
17353,10000,open_loop,-1.567428e-04,0.40
17353,10000,gain=200,-3.668605e-05,0.46
17390,10000,open_loop,-1.561334e-04,0.40
17390,10000,gain=200,-3.668605e-05,0.46
17427,10000,open_loop,-1.568940e-04,0.39
17427,10000,gain=200,-3.668605e-05,0.46
17464,10000,open_loop,-1.551730e-04,0.40
17464,10000,gain=200,-3.668605e-05,0.46
17501,10000,open_loop,-1.555003e-04,0.39
17501,10000,gain=200,-3.668605e-05,0.46
17538,10000,open_loop,-1.566689e-04,0.40
17538,10000,gain=200,-3.668605e-05,0.46
17575,10000,open_loop,-1.570043e-04,0.40
17575,10000,gain=200,-3.668605e-05,0.46
17612,10000,open_loop,-1.551527e-04,0.40
17612,10000,gain=200,-3.668605e-05,0.46
17649,10000,open_loop,-1.557062e-04,0.40
17649,10000,gain=200,-3.668605e-05,0.46
17686,10000,open_loop,-1.571774e-04,0.40
17686,10000,gain=200,-3.668605e-05,0.46
17723,10000,open_loop,-1.574871e-04,0.40
17723,10000,gain=200,-3.668605e-05,0.46
17760,10000,open_loop,-1.572975e-04,0.39
17760,10000,gain=200,-3.668605e-05,0.46
17797,10000,open_loop,-1.573548e-04,0.40
17797,10000,gain=200,-3.668605e-05,0.46
17834,10000,open_loop,-1.562548e-04,0.39
17834,10000,gain=200,-3.668605e-05,0.46
17871,10000,open_loop,-1.567175e-04,0.40
17871,10000,gain=200,-3.668605e-05,0.46
17908,10000,open_loop,-1.558730e-04,0.40
17908,10000,gain=200,-3.668605e-05,0.46
17945,10000,open_loop,-1.565297e-04,0.40
17945,10000,gain=200,-3.668605e-05,0.46
17982,10000,open_loop,-1.558913e-04,0.40
17982,10000,gain=200,-3.668605e-05,0.46
18019,10000,open_loop,-1.568437e-04,0.40
18019,10000,gain=200,-3.668605e-05,0.47
18056,10000,open_loop,-1.564844e-04,0.40
18056,10000,gain=200,-3.668605e-05,0.46
18093,10000,open_loop,-1.564386e-04,0.40
18093,10000,gain=200,-3.668605e-05,0.46
18130,10000,open_loop,-1.575496e-04,0.40
18130,10000,gain=200,-3.668605e-05,0.46
18167,10000,open_loop,-1.566439e-04,0.40
18167,10000,gain=200,-3.668605e-05,0.46
18204,10000,open_loop,-1.561700e-04,0.40
18204,10000,gain=200,-3.668605e-05,0.46
18241,10000,open_loop,-1.567351e-04,0.40
18241,10000,gain=200,-3.668605e-05,0.46
18278,10000,open_loop,-1.558868e-04,0.40
18278,10000,gain=200,-3.668605e-05,0.46
18315,10000,open_loop,-1.576941e-04,0.39
18315,10000,gain=200,-3.668605e-05,0.46
18352,10000,open_loop,-1.568811e-04,0.40
18352,10000,gain=200,-3.668605e-05,0.46
18389,10000,open_loop,-1.566849e-04,0.40
18389,10000,gain=200,-3.668605e-05,0.46
18426,10000,open_loop,-1.560188e-04,0.40
18426,10000,gain=200,-3.668605e-05,0.46
18463,10000,open_loop,-1.564530e-04,0.40
18463,10000,gain=200,-3.668605e-05,0.46
0,100000,open_loop,-1.522770e-04,1.64
0,100000,gain=200,-2.769068e-05,1.86
37,100000,open_loop,-1.524806e-04,1.61
37,100000,gain=200,-2.769679e-05,1.82
74,100000,open_loop,-1.525726e-04,1.60
74,100000,gain=200,-2.769679e-05,1.82
111,100000,open_loop,-1.522946e-04,1.61
111,100000,gain=200,-2.769679e-05,1.82
148,100000,open_loop,-1.524122e-04,1.61
148,100000,gain=200,-2.769679e-05,1.82
185,100000,open_loop,-1.517603e-04,1.60
185,100000,gain=200,-2.769679e-05,1.82
222,100000,open_loop,-1.525077e-04,1.61
222,100000,gain=200,-2.769679e-05,1.82
259,100000,open_loop,-1.524095e-04,1.61
259,100000,gain=200,-2.769679e-05,1.82
296,100000,open_loop,-1.525242e-04,1.61
296,100000,gain=200,-2.769679e-05,1.84
333,100000,open_loop,-1.523279e-04,1.61
333,100000,gain=200,-2.769679e-05,1.82
370,100000,open_loop,-1.530760e-04,1.62
370,100000,gain=200,-2.769679e-05,1.83
407,100000,open_loop,-1.524468e-04,1.62
407,100000,gain=200,-2.769134e-05,1.83
444,100000,open_loop,-1.516831e-04,1.61
444,100000,gain=200,-2.769679e-05,1.83
481,100000,open_loop,-1.523200e-04,1.62
481,100000,gain=200,-2.769679e-05,1.86
518,100000,open_loop,-1.530375e-04,1.62
518,100000,gain=200,-2.769094e-05,1.84
555,100000,open_loop,-1.523939e-04,1.62
555,100000,gain=200,-2.769679e-05,1.83
592,100000,open_loop,-1.513054e-04,1.63
592,100000,gain=200,-2.769679e-05,1.84
629,100000,open_loop,-1.523122e-04,1.61
629,100000,gain=200,-2.769068e-05,1.83
666,100000,open_loop,-1.525141e-04,1.61
666,100000,gain=200,-2.769679e-05,1.83
703,100000,open_loop,-1.518979e-04,1.62
703,100000,gain=200,-2.769679e-05,1.90
740,100000,open_loop,-1.523377e-04,1.62
740,100000,gain=200,-2.769679e-05,1.83
777,100000,open_loop,-1.521832e-04,1.62
777,100000,gain=200,-2.769679e-05,1.83
814,100000,open_loop,-1.527511e-04,1.62
814,100000,gain=200,-2.769679e-05,1.83
851,100000,open_loop,-1.515618e-04,1.61
851,100000,gain=200,-2.769068e-05,1.83
888,100000,open_loop,-1.533424e-04,1.62
888,100000,gain=200,-2.769679e-05,1.88
925,100000,open_loop,-1.516229e-04,1.62
925,100000,gain=200,-2.769679e-05,1.83
962,100000,open_loop,-1.520767e-04,1.61
962,100000,gain=200,-2.769679e-05,1.83
999,100000,open_loop,-1.516139e-04,1.62
999,100000,gain=200,-2.769679e-05,1.88
1036,100000,open_loop,-1.520781e-04,1.62
1036,100000,gain=200,-2.769679e-05,1.83
1073,100000,open_loop,-1.522610e-04,1.62
1073,100000,gain=200,-2.769679e-05,1.83
1110,100000,open_loop,-1.521200e-04,1.61
1110,100000,gain=200,-2.769679e-05,1.83
1147,100000,open_loop,-1.528527e-04,1.61
1147,100000,gain=200,-2.769679e-05,1.82
1184,100000,open_loop,-1.526489e-04,1.62
1184,100000,gain=200,-2.769679e-05,1.87
1221,100000,open_loop,-1.528547e-04,1.61
1221,100000,gain=200,-2.769679e-05,1.83
1258,100000,open_loop,-1.518963e-04,1.62
1258,100000,gain=200,-2.769710e-05,1.83
1295,100000,open_loop,-1.520125e-04,1.62
1295,100000,gain=200,-2.769679e-05,1.84
1332,100000,open_loop,-1.511069e-04,1.61
1332,100000,gain=200,-2.769679e-05,1.83
1369,100000,open_loop,-1.523496e-04,1.61
1369,100000,gain=200,-2.769679e-05,1.83
1406,100000,open_loop,-1.517815e-04,1.61
1406,100000,gain=200,-2.769679e-05,1.83
1443,100000,open_loop,-1.518420e-04,1.62
1443,100000,gain=200,-2.769679e-05,1.83
1480,100000,open_loop,-1.537787e-04,1.62
1480,100000,gain=200,-2.769679e-05,1.83
1517,100000,open_loop,-1.529101e-04,1.62
1517,100000,gain=200,-2.769068e-05,1.83
1554,100000,open_loop,-1.515343e-04,1.62
1554,100000,gain=200,-2.769679e-05,1.84
1591,100000,open_loop,-1.513221e-04,1.62
1591,100000,gain=200,-2.769679e-05,1.83
1628,100000,open_loop,-1.531434e-04,1.61
1628,100000,gain=200,-2.769679e-05,1.83
1665,100000,open_loop,-1.525932e-04,1.62
1665,100000,gain=200,-2.769679e-05,1.83
1702,100000,open_loop,-1.511837e-04,1.62
1702,100000,gain=200,-2.769679e-05,1.84
1739,100000,open_loop,-1.525733e-04,1.62
1739,100000,gain=200,-2.769068e-05,1.83
1776,100000,open_loop,-1.529926e-04,1.61
1776,100000,gain=200,-2.769679e-05,1.86
1813,100000,open_loop,-1.525329e-04,1.61
1813,100000,gain=200,-2.769679e-05,1.83
1850,100000,open_loop,-1.517381e-04,1.62
1850,100000,gain=200,-2.769679e-05,1.83
1887,100000,open_loop,-1.519320e-04,1.62
1887,100000,gain=200,-2.769679e-05,1.83
1924,100000,open_loop,-1.513340e-04,1.62
1924,100000,gain=200,-2.769679e-05,1.83
1961,100000,open_loop,-1.526482e-04,1.62
1961,100000,gain=200,-2.769679e-05,1.86
1998,100000,open_loop,-1.506726e-04,1.61
1998,100000,gain=200,-2.769679e-05,1.83
2035,100000,open_loop,-1.528349e-04,1.62
2035,100000,gain=200,-2.769679e-05,1.83
2072,100000,open_loop,-1.524704e-04,1.62
2072,100000,gain=200,-2.769679e-05,1.83
2109,100000,open_loop,-1.517003e-04,1.62
2109,100000,gain=200,-2.769679e-05,1.83
2146,100000,open_loop,-1.524354e-04,1.62
2146,100000,gain=200,-2.769679e-05,1.83
2183,100000,open_loop,-1.536184e-04,1.62
2183,100000,gain=200,-2.769679e-05,1.83
2220,100000,open_loop,-1.522292e-04,1.62
2220,100000,gain=200,-2.769679e-05,1.83
2257,100000,open_loop,-1.511076e-04,1.62
2257,100000,gain=200,-2.769679e-05,1.83
2294,100000,open_loop,-1.525895e-04,1.62
2294,100000,gain=200,-2.769679e-05,1.84
2331,100000,open_loop,-1.523881e-04,1.62
2331,100000,gain=200,-2.769679e-05,1.83
2368,100000,open_loop,-1.514789e-04,1.61
2368,100000,gain=200,-2.769679e-05,2.33
2405,100000,open_loop,-1.527445e-04,1.62
2405,100000,gain=200,-2.769679e-05,1.83
2442,100000,open_loop,-1.533332e-04,1.61
2442,100000,gain=200,-2.769679e-05,1.83
2479,100000,open_loop,-1.517321e-04,1.62
2479,100000,gain=200,-2.769679e-05,1.87
2516,100000,open_loop,-1.518068e-04,1.62
2516,100000,gain=200,-2.769679e-05,1.84
2553,100000,open_loop,-1.513564e-04,1.62
2553,100000,gain=200,-2.769679e-05,1.84
2590,100000,open_loop,-1.526843e-04,1.62
2590,100000,gain=200,-2.769679e-05,1.83
2627,100000,open_loop,-1.524478e-04,1.62
2627,100000,gain=200,-2.769679e-05,1.82
2664,100000,open_loop,-1.528847e-04,1.62
2664,100000,gain=200,-2.769679e-05,1.87
2701,100000,open_loop,-1.515566e-04,1.62
2701,100000,gain=200,-2.769679e-05,1.83
2738,100000,open_loop,-1.528862e-04,1.63
2738,100000,gain=200,-2.769679e-05,1.84
2775,100000,open_loop,-1.522193e-04,1.62
2775,100000,gain=200,-2.769679e-05,1.84
2812,100000,open_loop,-1.527857e-04,1.62
2812,100000,gain=200,-2.769679e-05,1.83
2849,100000,open_loop,-1.531749e-04,1.61
2849,100000,gain=200,-2.769679e-05,1.83
2886,100000,open_loop,-1.519187e-04,1.62
2886,100000,gain=200,-2.769679e-05,1.83
2923,100000,open_loop,-1.509518e-04,1.62
2923,100000,gain=200,-2.769679e-05,1.83
2960,100000,open_loop,-1.530745e-04,1.62
2960,100000,gain=200,-2.769679e-05,1.83
2997,100000,open_loop,-1.532609e-04,1.62
2997,100000,gain=200,-2.769679e-05,1.83
3034,100000,open_loop,-1.519647e-04,1.62
